,number,theme,subtheme,year,set_name,minifigs,pieces,price,value_new,value_used,launch_date,eol_date,category,numeric_data_nan,price_unadjusted
4629,70003-1,Legends of Chima,,2013,Eris' Eagle Interceptor,3.0,348.0,40.701948794117236,31.41,14.93,2013-01-01,2013-12-31,set,False,34.99
4630,70004-1,Legends of Chima,,2013,Wakz' Pack Tracker,3.0,297.0,34.88572290184555,38.21,15.36,2013-01-01,2013-12-31,set,False,29.99
4631,70005-1,Legends of Chima,,2013,Laval's Royal Fighter,3.0,417.0,46.51817468638892,74.3,19.28,2013-01-01,2014-07-31,set,False,39.99
4632,70006-1,Legends of Chima,,2013,Cragger's Command Ship,6.0,609.0,93.04798182456238,99.78,53.23,2013-01-01,2014-07-31,set,False,79.99
4633,44012-1,HERO Factory,Brain Attack,2013,EVO,,51.0,11.620819332758822,42.99,9.52,2013-01-08,2013-12-31,set,False,9.99
4634,60010-2,City,Fire,2013,Fire Helicopter,2.0,232.0,46.51817468638892,61.37,30.05,2013-01-01,2013-12-31,set,False,39.99
4635,45502-1,Mindstorms,EV3,2013,EV3 Large Servo Motor,,1.0,34.88572290184555,43.06,27.89,,,set,False,29.99
4636,60006-1,City,Police,2013,Police ATV,2.0,51.0,8.131083797395812,8.74,3.7,,,set,False,6.99
4637,45504-1,Mindstorms,EV3,2013,EV3 Ultrasonic Sensor,,1.0,46.47164487925075,36.68,47.04,,,set,False,39.95
4638,70702-1,Space,Galaxy Squad,2013,Warp Stinger,3.0,310.0,34.88572290184555,40.48,24.98,,,set,False,29.99
4639,70703-1,Space,Galaxy Squad,2013,Star Slicer,3.0,311.0,46.51817468638892,60.0,45.38,,,set,False,39.99
4640,70704-1,Space,Galaxy Squad,2013,Vermin Vaporizer,3.0,506.0,69.78307825547566,73.0,50.21,,,set,False,59.99
4641,70705-1,Space,Galaxy Squad,2013,Bug Obliterator,4.0,711.0,93.04798182456238,73.46,55.83,,,set,False,79.99
4642,75023-1,Star Wars,Seasonal,2013,Star Wars Advent Calendar,9.0,254.0,46.51817468638892,60.34,44.74,,,set,False,39.99
4643,88003-1,Power Functions,Accessories,2013,L-Motor,,1.0,16.27380004657617,23.63,15.42,,,set,False,13.99
4644,850581-1,Friends,Accessories,2013,Friends Brick Calendar,,140.0,17.437045225030506,,,,,set,False,14.99
4645,850591-1,Friends,Accessories,2013,Friends Name Sign,,29.0,15.110554868121833,,,,,set,False,12.99
4646,850617-1,City,Police,2013,Police Accessory Pack,4.0,34.0,17.437045225030506,16.55,5.0,,,set,False,14.99
4647,850618-1,City,Fire,2013,Fire Accessory Pack,4.0,43.0,17.437045225030506,14.1,,,,set,False,14.99
4648,850632-1,Ninjago,The Final Battle,2013,Samurai Accessory Set,4.0,36.0,17.437045225030506,23.38,15.99,,,set,False,14.99
4649,850702-1,Miscellaneous,Photo frames,2013,Classic Picture Frame,1.0,55.0,17.437045225030506,,,,,set,False,14.99
4650,850751-1,Miscellaneous,Photo frames,2013,Orlando Picture Frame,,102.0,17.437045225030506,,,,,set,False,14.99
4651,850777-1,Legends of Chima,Accessory Sets,2013,Legends of Chima Accessory Set,,34.0,15.110554868121833,,,,,set,False,12.99
4652,850779-1,Legends of Chima,Accessory Sets,2013,Legends of Chima Minifigure Accessory Set,4.0,42.0,17.437045225030506,12.71,9.62,,,set,False,14.99
4653,850791-1,Seasonal,Birthday,2013,LEGO Minifigure Birthday Set,2.0,28.0,9.29432897585015,11.44,5.0,,,set,False,7.99
4654,45503-1,Mindstorms,EV3,2013,EV3 Medium Servo Motor,,1.0,34.839193094707376,31.27,31.58,,,set,False,29.95
4655,30216-1,The Hobbit,The Desolation of Smaug,2013,Lake-town Guard,1.0,31.0,5.804593440487139,21.04,8.16,2013-01-12,2014-12-31,set,False,4.99
4656,79012-1,The Hobbit,The Desolation of Smaug,2013,Mirkwood Elf Army ,6.0,276.0,34.88572290184555,111.61,77.86,2013-01-12,2015-07-31,set,False,29.99
4657,70701-1,Space,Galaxy Squad,2013,Swarm Interceptor,2.0,218.0,23.253271117302187,38.72,20.75,,,set,False,19.99
4658,70700-1,Space,Galaxy Squad,2013,Space Swarmer,2.0,86.0,13.947309689667495,20.0,10.09,,,set,False,11.99
4659,88004-1,Power Functions,Accessories,2013,Servo Motor,,1.0,29.06949700957387,71.11,74.55,,,set,False,24.99
4660,45514-1,Education,Mindstorms,2013,Cable Pack,,7.0,29.022967202435698,17.78,,,,set,False,24.95
4661,45506-1,Mindstorms,EV3,2013,EV3 Colour Sensor,,1.0,58.10409666379412,37.91,28.11,,,set,False,49.95
4662,850839-1,Pirates,,2013,Classic Pirate Set,4.0,39.0,17.437045225030506,45.17,27.0,,,set,False,14.99
4663,45507-1,Mindstorms,EV3,2013,EV3 Touch Sensor,,1.0,34.839193094707376,30.2,12.0,,,set,False,29.95
4664,45508-1,Mindstorms,EV3,2013,EV3 Infrared Beacon,,1.0,40.701948794117236,36.32,31.47,,,set,False,34.99
4665,45509-1,Mindstorms,EV3,2013,EV3 Infrared Sensor,,1.0,40.701948794117236,43.18,18.99,,,set,False,34.99
4666,45505-1,Mindstorms,EV3,2013,EV3 Gyro Sensor,,1.0,40.701948794117236,34.5,23.11,,,set,False,34.99
4667,45544-1,Education,Mindstorms,2013,Education EV3 Core Set,,541.0,395.4451984155517,454.26,331.43,,,set,False,339.95
4668,850843-1,Seasonal,Christmas,2013,T-Rex Holiday Bauble,,25.0,9.29432897585015,32.86,31.42,,,set,False,7.99
4669,850851-1,Seasonal,Christmas,2013,Tree Holiday Bauble,,26.0,9.29432897585015,12.9,10.0,,,set,False,7.99
4670,850850-1,Seasonal,Christmas,2013,Santa Holiday Bauble,,23.0,9.29432897585015,8.5,3.0,,,set,False,7.99
4671,2000430-1,Serious Play,,2013,Identity and Landscape Kit,6.0,2631.0,918.9520585271413,840.88,,,,set,False,789.99
4672,2000431-1,Serious Play,,2013,Connections Kit,,2455.0,878.2384772812396,701.8,,,,set,False,754.99
4673,6031640-1,Legends of Chima,Promotional,2013,Chima Promotional Pack,,5.0,0.0,,,,,set,False,0.0
4674,6031641-1,Legends of Chima,Promotional,2013,Lion tribe rip-cord and topper,,2.0,0.0,,,,,set,False,0.0
4675,70400-1,Castle,,2013,Forest Ambush,4.0,90.0,13.947309689667495,33.52,20.35,2013-01-08,2014-12-31,set,False,11.99
4676,850849-1,Seasonal,Christmas,2013,Doghouse Holiday Bauble,,29.0,9.29432897585015,17.74,6.84,,,set,False,7.99
4677,850842-1,Seasonal,Christmas,2013,Fire Truck Holiday Bauble,,34.0,9.29432897585015,15.53,,,,set,False,7.99
4678,850852-1,Seasonal,Christmas,2013,Reindeer Holiday Bauble,,21.0,9.29432897585015,20.06,10.0,,,set,False,7.99
4679,60050-1,City,Trains,2014,Train Station,5.0,423.0,74.39744080434276,151.76,61.16,2014-01-06,2016-12-31,set,False,64.99
4680,31025-1,Creator,3 in 1,2014,Mountain Hut,1.0,550.0,45.77863760217983,53.67,36.84,2014-01-01,2015-12-31,set,False,39.99
4681,31022-1,Creator,3 in 1,2014,Turbo Quad,,186.0,28.607355680882065,35.75,18.08,2014-01-01,2015-12-31,set,False,24.99
4682,31021-1,Creator,3 in 1,2014,Furry Creatures,,285.0,22.88359504044948,37.15,20.53,2014-01-01,2015-07-31,set,False,19.99
4683,10243-1,Creator Expert,Modular Buildings Collection,2014,Parisian Restaurant,5.0,2469.0,183.14889297256192,290.4,244.27,2014-01-01,2019-12-31,set,False,159.99
4684,30301-1,DC Comics Super Heroes,Batman,2014,Batwing,,45.0,5.712313119151721,6.17,2.79,2014-01-01,2014-12-31,set,False,4.99
4685,41035-1,Friends,,2014,Heartlake Juice Bar,2.0,277.0,34.33111632131465,31.0,13.0,2014-01-01,2015-12-31,set,False,29.99
4686,30300-1,DC Comics Super Heroes,The Dark Knight Trilogy,2014,The Batman Tumbler,,57.0,4.567560991065205,9.05,4.56,2014-01-01,2014-12-31,set,False,3.99
4687,30302-1,Marvel Super Heroes,Ultimate Spider-Man,2014,Spider-Man,1.0,45.0,4.567560991065205,7.62,4.04,2014-01-01,2014-12-31,set,False,3.99
4688,40085-1,Seasonal,Valentine's Day,2014,LEGO Valentine,,127.0,11.436073759584309,19.41,10.85,2014-01-01,2015-12-31,set,False,9.99
4689,10241-1,Creator Expert,Maersk,2014,Maersk Line Triple-E,,1518.0,171.70137169169675,286.83,242.02,2014-01-01,2014-12-31,set,False,149.99
4690,40116-1,HERO Factory,Invasion From Below,2014,Hero Robot,1.0,31.0,8.983038430891684,11.54,7.47,2014-01-01,2014-12-31,set,False,7.8471471775353345
4691,41026-1,Friends,,2014,Sunshine Harvest,1.0,233.0,22.88359504044948,21.4,8.46,2014-01-01,2015-12-31,set,False,19.99
4692,41027-1,Friends,,2014,Mia's Lemonade Stand,1.0,112.0,11.436073759584309,18.91,7.21,2014-01-01,2014-12-31,set,False,9.99
4693,41028-1,Friends,Summer,2014,Emma's Lifeguard Post,1.0,78.0,11.436073759584309,13.57,6.89,2014-01-01,2015-07-31,set,False,9.99
4694,10525-1,Duplo,,2014,Big Farm,2.0,121.0,68.67368016391018,91.6,65.28,2014-01-01,2017-12-31,set,False,59.99
4695,30187-1,Creator,Miscellaneous,2014,Fast Car ,,56.0,3.766234501404642,4.99,3.65,2014-01-01,2014-12-31,set,False,3.29
4696,10524-1,Duplo,,2014,Farm Tractor,1.0,29.0,22.88359504044948,23.56,21.37,2014-01-01,2017-12-31,set,False,19.99
4697,30247-1,Star Wars,Episode III,2014,ARC-170 Starfighter,,54.0,4.567560991065205,8.51,4.1,2014-01-01,2014-12-31,set,False,3.99
4698,40114-1,Friends,Accessories,2014,Buildable Jewellery Box,,201.0,17.159834400016894,,,2014-01-01,2015-12-31,set,False,14.99
4699,30246-1,Star Wars,Episode VI,2014,Imperial Shuttle,,57.0,4.567560991065205,7.69,4.36,2014-01-01,2014-12-31,set,False,3.99
4700,10577-1,Duplo,,2014,Big Royal Castle,4.0,135.0,68.67368016391018,89.46,67.65,2014-01-06,2015-12-31,set,False,59.99
4701,30229-1,City,Traffic,2014,Repair Lift ,1.0,40.0,3.995184927021946,6.92,2.75,2014-01-01,2014-12-31,set,False,3.49
4702,10544-1,Duplo,Batman,2014,The Joker Challenge,2.0,40.0,34.33111632131465,45.0,18.55,2014-01-06,2016-12-31,set,False,29.99
4703,10545-1,Duplo,Batman,2014,Batcave Adventure,2.0,59.0,57.22615888304501,80.38,25.0,2014-01-06,2015-12-31,set,False,49.99
4704,10532-1,Duplo,,2014,My First Police Set,2.0,39.0,28.607355680882065,46.37,16.0,2014-01-01,2015-12-31,set,False,24.99
4705,10569-1,Duplo,,2014,Treasure Attack,3.0,46.0,34.33111632131465,53.23,17.19,2014-01-06,2015-12-31,set,False,29.99
4706,10580-1,Duplo,,2014,Deluxe Box of Fun,2.0,95.0,57.22615888304501,45.75,,2014-01-06,2017-12-31,set,False,49.99
4707,10669-1,Juniors,Teenage Mutant Ninja Turtles,2014,Turtle Lair,2.0,107.0,22.88359504044948,39.73,15.97,2014-01-06,2015-12-31,set,False,19.99
4708,10671-1,Juniors,City,2014,Fire Emergency,2.0,123.0,22.88359504044948,28.0,8.83,2014-01-06,2015-12-31,set,False,19.99
4709,10676-1,Juniors,Fantasy,2014,Knights' Castle,4.0,480.0,57.22615888304501,51.85,59.03,2014-01-06,2015-12-31,set,False,49.99
4710,21020-1,Architecture,Landmark Series,2014,Trevi Fountain,,731.0,57.22615888304501,169.07,96.66,2014-01-06,2016-12-31,set,False,49.99
4711,30244-1,Star Wars,Episode III,2014,Anakin's Jedi Interceptor,,45.0,5.139937055108463,8.21,6.28,2014-01-01,2014-12-31,set,False,4.49
4712,21107-1,Minecraft,Micro World,2014,The End,4.0,440.0,40.05487696174724,46.04,28.67,2014-01-06,2014-12-31,set,False,34.99
4713,30115-1,Friends,Jungle Rescue,2014,Jungle Boat,1.0,31.0,5.712313119151721,4.06,3.0,2014-01-06,2014-12-31,set,False,4.99
4714,30197-1,Creator,Seasonal,2014,Snowman,,60.0,4.567560991065205,11.92,5.43,2014-01-06,2014-12-31,set,False,3.99
4715,30264-1,Legends of Chima,Fire vs. Ice,2014,Frax' Phoenix Flyer,1.0,32.0,4.567560991065205,4.19,2.69,2014-01-06,2014-12-31,set,False,3.99
4716,30265-1,Legends of Chima,Fire vs. Ice,2014,Worriz' Fire Bike,1.0,31.0,5.368887480725767,4.41,2.81,2014-01-06,2014-12-31,set,False,4.69
4717,70804-1,The LEGO Movie,2 in 1,2014,Ice Cream Machine,3.0,344.0,34.33111632131465,34.25,20.85,2014-01-01,2015-02-28,set,False,29.99
4718,40094-1,Promotional,Monthly Mini Model Build,2014,Snowplough,,46.0,0.0,7.0,,2014-01-01,2014-12-31,set,False,0.0
4719,70802-1,The LEGO Movie,,2014,Bad Cop's Pursuit,2.0,314.0,34.33111632131465,39.44,18.92,2014-01-01,2015-02-28,set,False,29.99
4720,30282-1,The LEGO Movie,Promotional,2014,Super Secret Police Enforcer ,1.0,40.0,5.712313119151721,5.93,3.67,2014-01-01,2014-12-31,set,False,4.99
4721,30227-1,City,Police,2014,Police Watercraft,2.0,36.0,5.712313119151721,4.39,2.0,2014-01-01,2014-12-31,set,False,4.99
4722,21108-1,Ideas,Licensed,2014,Ghostbusters Ecto-1,4.0,508.0,57.22615888304501,113.26,92.78,2014-01-06,2016-12-31,set,False,49.99
4723,10542-1,Duplo,Disney Princess,2014,Sleeping Beauty's Fairy Tale,2.0,55.0,40.05487696174724,64.98,28.18,2014-01-01,2015-12-31,set,False,34.99
4724,70134-1,Legends of Chima,Outlands,2014,Lavertus' Outland Base,4.0,684.0,68.67368016391018,68.89,35.0,2014-01-01,2014-12-31,set,False,59.99
4725,10567-1,Duplo,,2014,Toddler Build and Boat Fun,,18.0,22.88359504044948,26.22,23.67,2014-01-01,2015-12-31,set,False,19.99
4726,60046-1,City,Police,2014,Helicopter Surveillance,5.0,528.0,85.84496208520792,73.8,42.86,2014-01-01,2015-12-31,set,False,74.99
4727,60047-1,City,Police,2014,Police Station,7.0,854.0,114.46376528737088,120.78,55.68,2014-01-01,2016-12-31,set,False,99.99
4728,60048-1,City,Police,2014,Police Dog Unit,3.0,249.0,34.33111632131465,61.28,24.99,2014-01-01,2015-12-31,set,False,29.99
4729,60049-1,City,Police,2014,Helicopter Transporter,4.0,382.0,51.502398242612415,69.68,29.03,2014-01-01,2015-12-31,set,False,44.99
4730,70123-1,Legends of Chima,Legend Beasts,2014,Lion Legend Beast,1.0,120.0,11.436073759584309,15.5,6.06,2014-01-01,2014-12-31,set,False,9.99
4731,70124-1,Legends of Chima,Legend Beasts,2014,Eagle Legend Beast,1.0,104.0,11.436073759584309,18.11,7.92,2014-01-01,2014-12-31,set,False,9.99
4732,70125-1,Legends of Chima,Legend Beasts,2014,Gorilla Legend Beast,1.0,106.0,11.436073759584309,14.91,6.64,2014-01-01,2014-12-31,set,False,9.99
4733,70126-1,Legends of Chima,Legend Beasts,2014,Crocodile Legend Beast,1.0,121.0,11.436073759584309,18.72,7.52,2014-01-01,2014-12-31,set,False,9.99
4734,70128-1,Legends of Chima,Outlands,2014,Braptor's Wing Striker,2.0,146.0,17.159834400016894,40.0,8.37,2014-01-01,2014-12-31,set,False,14.99
4735,60045-1,City,Police,2014,Police Patrol,3.0,408.0,51.502398242612415,93.28,27.29,2014-01-01,2014-12-31,set,False,44.99
4736,41039-1,Friends,,2014,Sunshine Ranch,2.0,721.0,80.12120144477534,129.72,50.7,2014-01-01,2015-12-31,set,False,69.99
4737,70130-1,Legends of Chima,Outlands,2014,Sparratus' Spider Stalker,2.0,292.0,28.607355680882065,39.99,17.06,2014-01-01,2014-12-31,set,False,24.99
4738,70131-1,Legends of Chima,Outlands,2014,Rogon's Rock Flinger,3.0,257.0,34.33111632131465,34.0,17.96,2014-01-01,2014-12-31,set,False,29.99
4739,70132-1,Legends of Chima,Outlands,2014,Scorm's Scorpion Stinger,3.0,434.0,45.77863760217983,79.33,33.73,2014-01-01,2014-12-31,set,False,39.99
4740,70133-1,Legends of Chima,Outlands,2014,Spinlyn's Cavern,3.0,407.0,45.77863760217983,54.0,28.99,2014-01-01,2014-12-31,set,False,39.99
4741,70136-1,Legends of Chima,Speedorz,2014,Banana Bash,1.0,120.0,14.870330143843862,11.75,14.38,2014-01-01,2014-05-31,set,False,12.99
4742,70137-1,Legends of Chima,Speedorz,2014,Bat Strike,1.0,97.0,14.870330143843862,18.0,14.2,2014-01-01,2014-05-31,set,False,12.99
4743,70138-1,Legends of Chima,Speedorz,2014,Web Dash,1.0,78.0,14.870330143843862,15.22,7.95,2014-01-01,2014-05-31,set,False,12.99
4744,70139-1,Legends of Chima,Speedorz,2014,Sky Launch,1.0,111.0,14.870330143843862,17.75,10.0,2014-01-01,2014-05-31,set,False,12.99
4745,10539-1,Duplo,Jake and the Never Land Pirates,2014,Beach Racing,1.0,37.0,28.607355680882065,21.5,18.95,2014-01-06,2015-12-31,set,False,24.99
4746,70129-1,Legends of Chima,Outlands,2014,Lavertus' Twin Blade,2.0,183.0,22.88359504044948,30.0,13.89,2014-01-01,2014-12-31,set,False,19.99
4747,10546-1,Duplo,,2014,My First Shop,2.0,39.0,28.607355680882065,28.38,,2014-01-01,2015-12-31,set,False,24.99
4748,60044-1,City,Police,2014,Mobile Police Unit,3.0,375.0,51.502398242612415,79.74,20.11,2014-01-01,2016-12-31,set,False,44.99
4749,70127-1,Legends of Chima,Legend Beasts,2014,Wolf Legend Beast,1.0,110.0,11.436073759584309,32.85,7.65,2014-01-01,2014-12-31,set,False,9.99
4750,10570-1,Duplo,,2014,All-in-One Gift Set,,30.0,17.159834400016894,17.01,,2014-01-01,2016-12-31,set,False,14.99
4751,10571-1,Duplo,,2014,All-in-One-Pink-Box-of-Fun,1.0,65.0,34.33111632131465,44.99,18.0,2014-01-01,2017-12-31,set,False,29.99
4752,10572-1,Duplo,,2014,All-in-One-Box-of-Fun,1.0,65.0,34.33111632131465,27.56,6.95,2014-01-01,2020-12-31,set,False,29.99
4753,10574-1,Duplo,,2014,Creative Ice Cream,,24.0,17.159834400016894,47.56,25.65,2014-01-01,2015-12-31,set,False,14.99
4754,10575-1,Duplo,,2014,Creative Building Cube,,75.0,34.33111632131465,27.03,,2014-01-01,2014-12-31,set,False,29.99
4755,10665-1,Juniors,Marvel Super Heroes,2014,Spider-Man: Spider-Car Pursuit,2.0,55.0,14.870330143843862,28.88,8.79,2014-01-01,2015-12-31,set,False,12.99
4756,10666-1,Juniors,City,2014,Digger,1.0,75.0,11.436073759584309,25.99,8.02,2014-01-01,2014-12-31,set,False,9.99
4757,10667-1,Juniors,City,2014,Construction,1.0,160.0,17.159834400016894,26.18,10.81,2014-01-01,2016-12-31,set,False,14.99
4758,10668-1,Juniors,Fantasy,2014,The Princess Play Castle,1.0,150.0,17.159834400016894,39.0,27.52,2014-01-01,2015-12-31,set,False,14.99
4759,60043-1,City,Police,2014,Prisoner Transporter,3.0,196.0,28.607355680882065,42.02,15.3,2014-01-01,2015-12-31,set,False,24.99
4760,10672-1,Juniors,DC Comics Super Heroes,2014,Batman: Defend the Batcave,3.0,150.0,34.33111632131465,50.03,21.93,2014-01-01,2015-12-31,set,False,29.99
4761,10674-1,Juniors,Girl,2014,Pony Farm,1.0,306.0,34.33111632131465,40.0,29.6,2014-01-01,2016-12-31,set,False,29.99
4762,10675-1,Juniors,City,2014,Police – The Big Escape,3.0,146.0,34.33111632131465,50.2,24.87,2014-01-01,2015-12-31,set,False,29.99
4763,10681-1,Bricks and More,,2014,Creative Building Cube,,600.0,44.98720047855373,33.65,,2014-01-01,2014-12-31,set,False,39.29863887106372
4764,21019-1,Architecture,Landmark Series,2014,The Eiffel Tower,,321.0,40.05487696174724,71.15,33.1,2014-01-01,2018-12-31,set,False,34.99
4765,21104-1,Ideas,NASA,2014,NASA Mars Science Laboratory Curiosity Rover,,295.0,34.33111632131465,355.09,97.21,2014-01-01,2014-12-31,set,False,29.99
4766,30112-1,Friends,,2014,Emma's Flower Stand,1.0,33.0,5.712313119151721,4.64,2.18,2014-01-01,2014-12-31,set,False,4.99
4767,41029-1,Friends,,2014,Stephanie's New Born Lamb,1.0,78.0,11.436073759584309,13.0,7.63,2014-01-01,2014-12-31,set,False,9.99
4768,41037-1,Friends,Summer,2014,Stephanie's Beach House,2.0,369.0,45.77863760217983,73.32,25.36,2014-01-01,2015-12-31,set,False,39.99
4769,70801-1,The LEGO Movie,,2014,Melting Room,3.0,122.0,14.870330143843862,19.5,7.85,2014-01-01,2015-07-31,set,False,12.99
4770,10673-1,Juniors,City,2014,Race Car Rally,2.0,350.0,34.33111632131465,35.05,36.59,2014-01-01,2016-12-31,set,False,29.99
4771,10538-1,Duplo,Disney Planes,2014,Fire and Rescue Team,3.0,30.0,34.33111632131465,67.64,40.48,2014-01-06,2015-12-31,set,False,29.99
4772,41500-1,Mixels,Series 1,2014,Flain,,58.0,5.712313119151721,25.33,12.29,2014-01-03,2014-05-31,set,False,4.99
4773,10526-1,Duplo,Jake and the Never Land Pirates,2014,Peter Pan's Visit,2.0,39.0,34.33111632131465,33.02,24.95,2014-01-06,2015-12-31,set,False,29.99
4774,40097-1,Promotional,Monthly Mini Model Build,2014,Helicopter,,44.0,0.0,5.81,2.0,2014-01-04,2014-12-31,set,False,0.0
4775,79118-1,Teenage Mutant Ninja Turtles,TV Series,2014,Karai Bike Escape,2.0,88.0,14.870330143843862,26.54,14.8,2014-01-04,2014-12-31,set,False,12.99
4776,76012-1,DC Comics Super Heroes,Batman,2014,Batman: The Riddler Chase,3.0,304.0,34.33111632131465,40.56,20.45,2014-01-01,2015-12-31,set,False,29.99
4777,75034-1,Star Wars,Episode IV,2014,Death Star Troopers,4.0,102.0,14.870330143843862,26.56,14.08,2014-01-01,2015-07-31,set,False,12.99
4778,76010-1,DC Comics Super Heroes,Batman,2014,Batman: The Penguin Face off,2.0,136.0,14.870330143843862,20.2,9.55,2014-01-01,2015-12-31,set,False,12.99
4779,75031-1,Star Wars,Microfighters,2014,TIE Interceptor Microfighter,1.0,92.0,11.436073759584309,17.64,8.43,2014-01-01,2015-07-31,set,False,9.99
4780,70805-1,The LEGO Movie,2 in 1,2014,Trash Chomper,3.0,389.0,34.33111632131465,40.11,21.81,2014-01-01,2015-02-28,set,False,29.99
4781,79120-1,Teenage Mutant Ninja Turtles,TV Series,2014,T-Rawket Sky Strike,4.0,286.0,40.05487696174724,69.81,45.0,2014-01-04,2014-12-31,set,False,34.99
4782,70806-1,The LEGO Movie,2 in 1,2014,Castle Cavalry,3.0,424.0,34.33111632131465,38.3,19.31,2014-01-01,2015-02-28,set,False,29.99
4783,76011-1,DC Comics Super Heroes,Batman,2014,Batman: Man-Bat Attack,3.0,184.0,22.88359504044948,33.45,12.83,2014-01-01,2015-12-31,set,False,19.99
4784,70807-1,The LEGO Movie,,2014,MetalBeard's Duel,3.0,412.0,40.05487696174724,83.04,49.61,2014-01-01,2015-07-31,set,False,34.99
4785,70809-1,The LEGO Movie,,2014,Lord Business' Evil Lair,7.0,738.0,80.12120144477534,73.22,51.01,2014-01-01,2015-02-28,set,False,69.99
4786,70811-1,The LEGO Movie,2 in 1,2014,The Flying Flusher,3.0,351.0,34.33111632131465,32.25,23.83,2014-01-01,2014-12-31,set,False,29.99
4787,70812-1,The LEGO Movie,,2014,Creative Ambush,4.0,473.0,45.77863760217983,38.72,26.44,2014-01-01,2014-12-31,set,False,39.99
4788,70813-1,The LEGO Movie,,2014,Rescue Reinforcements,5.0,859.0,80.12120144477534,73.09,63.02,2014-01-01,2014-12-31,set,False,69.99
4789,75028-1,Star Wars,Microfighters,2014,Clone Turbo Tank Microfighter,1.0,96.0,11.436073759584309,40.65,20.71,2014-01-01,2015-07-31,set,False,9.99
4790,75029-1,Star Wars,Microfighters,2014,AAT Microfighter,1.0,95.0,11.436073759584309,21.65,9.3,2014-01-01,2014-12-31,set,False,9.99
4791,75030-1,Star Wars,Microfighters,2014,Millennium Falcon Microfighter,1.0,94.0,11.436073759584309,24.92,10.23,2014-01-01,2015-07-31,set,False,9.99
4792,75032-1,Star Wars,Microfighters,2014,X-wing Fighter Microfighter,1.0,97.0,11.436073759584309,24.29,10.54,2014-01-01,2015-07-31,set,False,9.99
4793,75046-1,Star Wars,The Clone Wars,2014,Coruscant Police Gunship,4.0,481.0,57.22615888304501,261.76,161.14,2014-01-01,2015-12-31,set,False,49.99
4794,70808-1,The LEGO Movie,,2014,Super Cycle Chase,5.0,514.0,57.22615888304501,74.74,28.85,2014-01-01,2015-07-31,set,False,49.99
4795,75033-1,Star Wars,Microfighters,2014,Star Destroyer Microfighter,1.0,97.0,11.436073759584309,15.01,9.65,2014-01-01,2014-12-31,set,False,9.99
4796,30271-1,Teenage Mutant Ninja Turtles,TV Series,2014,Mikey's Mini-Shellraiser,1.0,47.0,5.712313119151721,9.89,5.0,2014-01-04,2014-12-31,set,False,4.99
4797,76017-1,Marvel Super Heroes,Avengers Assemble,2014,Avengers: Captain America vs. Hydra,3.0,172.0,22.88359504044948,36.91,15.41,2014-01-03,2015-12-31,set,False,19.99
4798,70140-1,Legends of Chima,Speedorz,2014,Stinger Duel,2.0,85.0,22.88359504044948,30.0,38.56,2014-01-01,2014-05-31,set,False,19.99
4799,30116-1,Disney,Tangled,2014,Rapunzel's Market Visit,1.0,37.0,4.567560991065205,5.63,3.16,2014-01-02,2014-12-31,set,False,3.99
4800,41504-1,Mixels,Series 1,2014,Seismo,,50.0,5.712313119151721,30.0,11.25,2014-01-03,2014-05-31,set,False,4.99
4801,40095-1,Promotional,Monthly Mini Model Build,2014,Micro Manager,,50.0,0.0,9.37,1.5,2014-01-02,2014-12-31,set,False,0.0
4802,71006-1,The Simpsons,,2014,The Simpsons House,6.0,2523.0,228.93897809602262,372.93,284.51,2014-01-02,2017-12-31,set,False,199.99
4803,40086-1,Seasonal,Easter,2014,LEGO Easter,,106.0,11.436073759584309,17.41,10.27,2014-01-03,2015-12-31,set,False,9.99
4804,40096-1,Promotional,Monthly Mini Model Build,2014,Spring Tree,,62.0,0.0,8.49,5.0,2014-01-03,2014-12-31,set,False,0.0
4805,40110-1,City,Police,2014,LEGO City Coin Bank,1.0,122.0,17.159834400016894,21.15,14.41,2014-01-03,2015-12-31,set,False,14.99
4806,76013-1,DC Comics Super Heroes,Batman,2014,Batman: The Joker Steam Roller,5.0,486.0,57.22615888304501,49.02,36.35,2014-01-01,2015-12-31,set,False,49.99
4807,76018-1,Marvel Super Heroes,Avengers Assemble,2014,Avengers: Hulk Lab Smash,5.0,398.0,57.22615888304501,67.33,45.95,2014-01-03,2015-12-31,set,False,49.99
4808,41501-1,Mixels,Series 1,2014,Vulk,,69.0,5.712313119151721,15.19,6.37,2014-01-03,2014-05-31,set,False,4.99
4809,41503-1,Mixels,Series 1,2014,Krader,,66.0,5.712313119151721,15.39,9.38,2014-01-03,2014-05-31,set,False,4.99
4810,76014-1,Marvel Super Heroes,Ultimate Spider-Man,2014,Spider-Trike vs. Electro,2.0,70.0,14.870330143843862,18.22,9.06,2014-01-03,2015-07-31,set,False,12.99
4811,41505-1,Mixels,Series 1,2014,Shuff,,51.0,5.712313119151721,19.9,7.75,2014-01-03,2014-05-31,set,False,4.99
4812,41506-1,Mixels,Series 1,2014,Teslo,,54.0,5.712313119151721,18.68,12.49,2014-01-03,2014-05-31,set,False,4.99
4813,41507-1,Mixels,Series 1,2014,Zaptor,,61.0,5.712313119151721,24.95,8.38,2014-01-03,2014-05-31,set,False,4.99
4814,41508-1,Mixels,Series 1,2014,Volectro,,70.0,5.712313119151721,25.45,17.81,2014-01-03,2014-05-31,set,False,4.99
